TOWN11CD,TOWN11NM,POPULATION_2011,SIZE_FLAG,RGN11NM,COASTAL,COASTAL DETAILED,TTWA11CD,TTWA11NM,TTWA CLASSIFICATION,JOB DENSITY FLAG,INCOME FLAG,UNIVERSITY FLAG,Level4Qual_residents35-64_2011,KS4_2012-2013_counts,Key Stage 2 attainment_school year 2007 to 2008,Key Stage 4 attainment_school year 2012 to 2013,Level 2 at age 18,Level 3 at age 18,Activity at age 19: full-time higher education,Activity at age 19: sustained further education,Activity at age 19: appprenticeships,Activity at age 19: employment with earnings above 0,Activity at age 19: employment with earnings above 10K,Activity at age 19: out-of-work,Highest level qualification achieved by age 22: less than level 1,Highest level qualification achieved by age 22: level 1 to level 2,Highest level qualification achieved by age 22: level 3 to level 5,Highest level qualification achieved by age 22: level 6 or above,Highest level qualification achieved by age 22: average score,Education Score
E35001190,Canterbury BUASD,54880,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000187,Canterbury,Majority town and city (small),Working,Mid deprivation towns,University,Medium,367,59.9,59.9,79.8,45.5,36.8,10.6,4.1,36.0,12.0,12.0,3.8,33.2,35.9,27.2,3.3,-2.6
E35001191,Normanton BUASD,21317,Medium Towns,Yorkshire and The Humber,Non-coastal,Large non-coastal town,E30000283,Wakefield and Castleford,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,256,70.0,59.8,77.0,50.4,35.2,25.0,18.4,53.9,25.4,7.4,*,24.6,43.4,31.3,3.7,-0.1
E35001192,Folkestone BUASD,51337,Medium Towns,South East,Coastal,Large seaside town,E30000208,Folkestone and Dover,Majority town and city (small),Working,Higher deprivation towns,No university,Low,506,65.8,62.3,83.6,43.4,32.6,13.8,7.1,43.7,19.6,9.1,3.0,35.0,35.2,26.7,3.4,-1.8
E35001194,St Neots BUASD,30252,Medium Towns,East of England,Non-coastal,Large non-coastal town,E30000221,Huntingdon,Majority rural,Mixed,Lower deprivation towns,No university,Low,379,70.2,47.8,77.6,39.6,30.3,20.3,11.6,55.7,28.8,5.5,4.2,29.3,41.4,25.1,3.3,-3.3
E35001195,Fareham BUASD,42210,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000254,Portsmouth,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,439,74.6,62.0,84.5,49.7,28.5,21.4,14.4,56.5,28.9,5.2,*,20.1,54.2,24.0,3.5,0.0
E35001196,Sunderland BUASD,174286,Large Towns,North East,Coastal,Large other coastal town,E30000275,Sunderland,Majority conurbation,Working,Higher deprivation towns,University,Low,1947,72.0,58.8,80.6,40.9,27.5,25.0,15.8,44.2,21.1,14.5,1.4,29.3,46.7,22.6,3.4,-1.7
E35001197,Ripley BUASD,19315,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000200,Derby,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,206,74.8,58.7,83.0,44.2,24.3,28.2,22.3,60.7,30.6,11.7,*,36.7,39.6,21.7,3.2,-1.4
E35001198,Farnham BUASD,25604,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000212,Guildford and Aldershot,Majority town and city (Large Towns),Working,Lower deprivation towns,University,High,251,86.5,80.1,94.4,64.5,49.8,10.0,*,43.0,15.9,*,*,12.4,45.8,40.2,4.1,6.2
E35001199,Bolton BUASD,194189,Large Towns,North West,Non-coastal,Large non-coastal town,E30000239,Manchester,Majority conurbation,Mixed,Higher deprivation towns,University,Low,2283,72.2,58.5,82.2,48.4,40.3,17.3,9.8,36.4,15.4,12.0,2.3,25.6,40.8,31.3,3.6,-0.3
E35001200,Guildford BUASD,77057,Large Towns,South East,Non-coastal,Large non-coastal town,E30000212,Guildford and Aldershot,Majority town and city (Large Towns),Working,Lower deprivation towns,University,High,619,72.9,67.7,89.5,59.8,45.2,11.8,7.3,49.8,23.1,6.1,3.1,20.0,43.0,33.9,3.7,1.9
E35001201,Northampton BUASD,215173,Large Towns,East Midlands,Non-coastal,Large non-coastal town,E30000247,Northampton,Majority town and city (Large Towns),Working,Higher deprivation towns,University,Low,2350,65.7,56.8,79.1,43.5,33.8,16.4,10.0,49.4,23.9,7.4,2.8,30.8,39.6,26.8,3.4,-2.3
E35001202,Heanor BUASD,25644,Medium Towns,East Midlands,Non-coastal,Large non-coastal town,E30000249,Nottingham,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,299,72.7,49.2,87.3,36.5,25.1,22.4,16.1,53.5,30.1,8.0,*,41.1,35.8,21.7,3.2,-3.4
E35001203,Burntwood BUASD,28553,Medium Towns,West Midlands,Non-coastal,Large non-coastal town,E30000288,Wolverhampton and Walsall,Majority conurbation,Mixed,Mid deprivation towns,No university,Low,342,75.4,59.4,86.3,50.3,35.1,19.0,13.2,50.0,22.2,6.1,*,20.1,47.5,30.6,3.6,0.4
E35001205,Abingdon BUASD,38262,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000250,Oxford,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,380,74.5,57.4,76.8,43.3,30.3,21.8,15.5,57.1,35.5,3.2,*,24.3,49.5,23.8,3.4,-1.3
E35001208,Worsley BUASD,9108,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000239,Manchester,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,90,83.3,75.6,88.9,68.9,50.0,16.7,11.1,45.6,21.1,*,*,13.6,46.6,39.8,4.0,5.7
E35001210,High Wycombe BUASD,120256,Large Towns,South East,Non-coastal,Large non-coastal town,E30000218,High Wycombe and Aylesbury,Majority town and city (Large Towns),Working,Lower deprivation towns,University,Medium,1300,74.3,66.2,86.3,56.3,47.7,14.2,7.3,43.3,19.8,3.5,1.5,20.2,40.6,37.7,3.9,2.1
E35001211,Bradford BUASD,349561,City,Yorkshire and The Humber,Non-coastal,Cities,E30000018,Bradford,Majority conurbation,Mixed,Cities,University,Low,4273,65.1,50.6,77.1,37.9,33.7,23.1,9.3,32.2,13.7,12.0,2.8,30.6,41.0,25.6,3.4,-3.5
E35001213,East Grinstead BUASD,29084,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000196,Crawley,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,293,73.4,66.6,86.7,57.0,35.8,15.4,9.6,45.4,25.9,3.4,*,23.0,47.8,27.5,3.5,1.2
E35001214,Brownhills BUASD,20373,Medium Towns,West Midlands,Non-coastal,Large non-coastal town,E30000288,Wolverhampton and Walsall,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,229,82.6,65.1,84.7,40.2,26.2,25.8,17.9,52.4,27.9,8.7,*,36.1,41.0,22.0,3.3,0.0
E35001215,Atherstone BUASD,10573,Small Towns,West Midlands,Non-coastal,Smaller non-coastal town,E30000195,Coventry,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,116,67.0,56.0,69.0,31.9,25.9,18.1,13.8,56.9,37.1,*,*,36.4,41.5,21.2,3.1,-4.1
E35001216,Burton upon Trent BUASD,72299,Medium Towns,West Midlands,Non-coastal,Large non-coastal town,E30000183,Burton upon Trent,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,821,70.1,58.7,80.4,42.4,31.1,23.3,14.9,50.4,24.1,7.6,2.2,30.5,41.6,25.6,3.4,-1.7
E35001217,Bamber Bridge BUASD,67497,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000255,Preston,Majority town and city (Large Towns),Mixed,Lower deprivation towns,No university,Medium,731,81.2,66.8,88.0,61.8,40.4,21.6,15.3,52.9,23.5,6.0,*,18.3,46.0,34.8,3.8,3.4
E35001218,Wilmslow BUASD,35945,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000239,Manchester,Majority conurbation,Working,Lower deprivation towns,No university,High,311,84.5,68.5,89.1,65.9,51.4,10.3,5.5,44.4,17.0,4.8,*,18.8,39.3,39.9,3.9,4.5
E35001219,Gloucester BUASD,136362,Large Towns,South West,Non-coastal,Large non-coastal town,E30000209,Gloucester,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,1582,72.9,54.8,77.8,43.9,28.1,21.5,14.8,58.2,31.0,7.2,2.2,33.1,41.4,23.4,3.3,-1.9
E35001220,Otley BUASD,14215,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000229,Leeds,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,165,78.5,54.5,89.1,58.2,33.3,20.6,15.2,53.3,26.7,*,*,28.9,39.8,30.1,3.6,0.8
E35001221,Bushey BUASD,25328,Medium Towns,East of England,Non-coastal,Large non-coastal town,E30000234,London,Majority conurbation,Mixed,Lower deprivation towns,No university,Medium,272,85.8,71.7,93.4,64.7,53.3,7.4,*,46.7,20.6,*,*,14.7,37.0,47.6,4.3,5.9
E35001222,Gateshead BUASD,120046,Large Towns,North East,Non-coastal,Large non-coastal town,E30000245,Newcastle,Majority conurbation,Working,Higher deprivation towns,No university,Low,1206,73.7,60.9,85.4,40.5,29.9,26.3,14.8,49.4,23.0,13.0,1.6,31.3,43.5,23.6,3.4,-1.2
E35001223,Newport Pagnell BUASD,15118,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000243,Milton Keynes,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,163,85.5,70.6,94.5,51.5,30.7,17.2,14.1,60.1,36.2,*,*,32.1,37.6,30.3,3.6,2.6
E35001224,Ilkeston BUASD,38640,Medium Towns,East Midlands,Non-coastal,Large non-coastal town,E30000249,Nottingham,Majority conurbation,Working,Higher deprivation towns,No university,Low,418,69.9,53.1,75.1,32.5,21.5,23.2,18.2,56.2,29.2,14.4,2.6,40.5,37.9,19.0,3.0,-4.2
E35001225,Newton-le-Willows BUASD,22114,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000284,Warrington and Wigan,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,231,71.5,51.5,80.5,46.3,32.5,23.4,13.9,52.4,21.2,9.5,*,29.7,38.9,28.4,3.5,-1.7
E35001227,Tilbury BUASD,12450,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000268,Southend,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,174,58.4,47.1,61.5,29.9,17.2,11.5,5.7,45.4,23.0,13.2,*,45.9,37.2,*,2.8,-7.1
E35001228,Droitwich BUASD,23504,Medium Towns,West Midlands,Non-coastal,Large non-coastal town,E30000289,Worcester and Kidderminster,Majority town and city (Large Towns),Mixed,Mid deprivation towns,No university,Medium,252,64.3,51.2,75.8,42.9,33.7,21.8,13.5,43.3,20.6,9.9,*,34.1,31.3,31.7,3.5,-2.9
E35001229,Mountsorrel BUASD,12120,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000230,Leicester,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,110,77.9,46.4,81.8,34.5,27.3,26.4,16.4,51.8,38.2,*,*,28.7,50.0,*,3.2,-3.1
E35001230,Chesterfield BUASD,88483,Large Towns,East Midlands,Non-coastal,Large non-coastal town,E30000190,Chesterfield,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,944,77.3,57.9,81.1,47.2,33.4,21.9,12.8,48.0,21.0,9.1,1.7,26.5,43.7,28.1,3.5,-0.1
E35001232,Billericay BUASD,34274,Medium Towns,East of England,Non-coastal,Large non-coastal town,E30000268,Southend,Majority town and city (Large Towns),Mixed,Lower deprivation towns,No university,Medium,415,84.2,78.1,93.3,64.6,43.4,16.9,12.8,48.7,24.1,2.7,*,12.2,48.4,38.4,4.0,5.5
E35001234,Bideford BUASD,18029,Small Towns,South West,Coastal,Smaller other coastal town,E30000167,Bideford,Majority town and city (small),Mixed,Higher deprivation towns,No university,Low,223,63.8,42.6,75.8,30.0,20.2,26.5,14.3,57.4,29.6,10.8,*,40.6,36.6,20.1,3.1,-6.0
E35001235,Wendover BUASD,7131,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000218,High Wycombe and Aylesbury,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,High,84,92.7,78.6,90.5,77.4,59.5,*,*,38.1,*,*,*,*,34.9,52.3,4.3,8.7
E35001236,Jarrow BUASD,43431,Medium Towns,North East,Non-coastal,Large non-coastal town,E30000245,Newcastle,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,534,76.0,58.2,82.4,44.2,29.0,28.5,18.9,46.1,21.2,14.2,*,27.1,47.9,23.4,3.4,-0.8
E35001237,Southampton BUASD,253651,City,South East,Coastal,Cities,E30000267,Southampton,Majority town and city (Large Towns),Working,Cities,University,Low,2363,65.5,58.7,76.7,41.3,26.9,17.1,10.5,49.3,25.1,10.2,3.0,29.6,46.8,20.5,3.2,-2.9
E35001238,Tamworth BUASD,73924,Medium Towns,West Midlands,Non-coastal,Large non-coastal town,E30000169,Birmingham,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,950,69.0,51.5,85.7,44.8,29.5,18.1,11.3,56.7,27.8,7.6,2.1,29.4,44.2,24.3,3.4,-2.4
E35001239,Newbury BUASD,38762,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000244,Newbury,Majority town and city (small),Working,Lower deprivation towns,No university,Medium,413,69.3,59.3,79.4,54.0,36.3,14.8,9.4,48.9,27.6,5.8,*,28.3,39.5,30.3,3.5,-0.3
E35001240,Hale (Trafford) BUASD,16624,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000239,Manchester,Majority conurbation,Mixed,Lower deprivation towns,No university,High,148,88.0,85.8,93.2,77.0,64.2,10.1,*,32.4,8.8,*,*,6.8,36.7,54.4,4.5,9.3
E35001241,Weymouth BUASD,54539,Medium Towns,South West,Coastal,Large seaside town,E30000046,Dorchester and Weymouth,Majority town and city (small),Mixed,Higher deprivation towns,No university,Medium,575,70.8,53.9,82.6,48.5,30.4,22.4,12.7,50.6,23.7,6.8,2.6,22.0,50.3,25.1,3.4,-1.4
E35001242,Bracknell BUASD,77256,Large Towns,South East,Non-coastal,Large non-coastal town,E30000256,Reading,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,785,71.7,58.0,80.9,46.6,31.2,14.6,8.0,51.5,29.0,5.1,1.7,31.9,39.7,26.7,3.4,-1.2
E35001244,Cinderford BUASD,10508,Small Towns,South West,Non-coastal,Smaller non-coastal town,K01000005,Cinderford and Ross-on-Wye,Majority rural,Mixed,Higher deprivation towns,No university,Low,131,62.4,46.6,62.6,35.9,22.9,20.6,11.5,55.7,34.4,9.9,*,33.6,42.0,19.1,3.0,-5.4
E35001245,Cookham BUASD,5108,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000218,High Wycombe and Aylesbury,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,High,49,71.7,79.6,91.8,65.3,51.0,*,*,38.8,22.4,*,*,21.6,37.3,*,3.8,3.8
E35001246,Ferndown BUASD,26559,Medium Towns,South West,Non-coastal,Large non-coastal town,E30000175,Bournemouth,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,214,72.6,58.9,78.4,52.6,30.4,23.8,17.3,50.0,29.0,5.6,*,25.4,41.8,30.5,3.6,0.0
E35001248,Cannock BUASD,67768,Medium Towns,West Midlands,Non-coastal,Large non-coastal town,E30000288,Wolverhampton and Walsall,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,864,73.5,58.0,79.4,39.7,27.8,21.1,13.3,55.2,27.8,8.1,*,32.1,40.9,26.0,3.4,-1.6
E35001249,Royal Tunbridge Wells BUASD,57772,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000281,Tunbridge Wells,Majority town and city (small),Working,Lower deprivation towns,No university,High,520,74.2,75.6,86.2,62.9,50.0,10.2,5.6,41.0,17.7,4.0,3.1,20.2,36.3,40.4,3.9,3.7
E35001250,Preston BUASD,97886,Large Towns,North West,Non-coastal,Large non-coastal town,E30000255,Preston,Majority town and city (Large Towns),Working,Higher deprivation towns,University,Low,1080,69.0,52.6,79.1,46.9,31.5,19.5,12.6,44.4,22.1,10.6,3.8,28.8,42.0,25.4,3.3,-2.2
E35001251,Oldham BUASD,96555,Large Towns,North West,Non-coastal,Large non-coastal town,E30000239,Manchester,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,1386,62.4,48.8,77.1,41.4,29.6,23.8,11.0,32.9,12.3,13.3,2.9,29.1,46.4,21.6,3.3,-4.1
E35001252,Mildenhall BUASD,13388,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000135,Thetford and Mildenhall,Majority rural,Residential,Mid deprivation towns,No university,Low,117,66.1,47.9,83.8,34.2,17.1,17.1,11.1,59.0,32.5,*,*,35.6,46.6,*,3.1,-4.8
E35001253,Stoke-on-Trent BUASD,270726,City,West Midlands,Non-coastal,Cities,E30000273,Stoke-on-Trent,Majority town and city (Large Towns),Working,Cities,University,Low,3108,68.0,51.4,77.5,42.0,28.6,22.4,13.8,48.8,22.9,9.5,3.0,31.5,41.8,23.7,3.3,-3.0
E35001256,Accrington BUASD,35456,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000170,Blackburn,Majority town and city (Large Towns),Mixed,Higher deprivation towns,No university,Low,459,64.2,57.7,84.1,47.9,30.5,27.5,14.6,42.5,20.0,9.6,*,27.6,47.0,24.1,3.4,-1.8
E35001257,Bedford BUASD,87590,Large Towns,East of England,Non-coastal,Large non-coastal town,E30000166,Bedford,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Medium,914,67.7,54.9,82.3,46.8,35.6,19.1,8.4,44.6,20.0,6.2,2.5,26.0,42.5,29.0,3.6,-1.5
E35001258,Peterlee BUASD,27871,Medium Towns,North East,Coastal,Large other coastal town,E30000275,Sunderland,Majority conurbation,Residential,Higher deprivation towns,No university,Low,405,65.0,63.2,79.0,37.3,22.2,26.2,20.0,42.2,22.0,18.0,3.2,29.3,47.8,19.7,3.2,-2.8
E35001260,Exeter BUASD,113507,Large Towns,South West,Non-coastal,Large non-coastal town,E30000206,Exeter,Majority town and city (Large Towns),Working,Mid deprivation towns,University,Medium,1002,69.6,60.8,84.0,41.6,26.4,22.3,13.9,53.1,28.6,6.9,2.0,27.3,48.7,22.0,3.3,-1.8
E35001261,Bristol BUASD,535907,City,South West,Coastal,Cities,E30000180,Bristol,Majority town and city (Large Towns),Working,Cities,University,Medium,5052,68.1,53.0,79.9,40.2,27.6,20.1,12.8,50.8,26.3,8.5,3.4,33.0,42.6,21.0,3.2,-3.3
E35001263,Corby BUASD,54927,Medium Towns,East Midlands,Non-coastal,Large non-coastal town,E30000194,Corby,Majority town and city (small),Working,Higher deprivation towns,No university,Low,690,66.3,48.8,77.2,28.7,21.0,20.3,14.1,52.6,27.4,12.0,1.7,42.0,38.2,18.1,3.0,-5.3
E35001264,Reigate BUASD,22123,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000196,Crawley,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,High,186,80.4,69.4,79.0,55.9,45.7,8.6,*,40.3,21.5,*,*,21.4,35.3,40.1,3.8,3.0
E35001266,Stourport-on-Severn BUASD,20112,Medium Towns,West Midlands,Non-coastal,Large non-coastal town,E30000289,Worcester and Kidderminster,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,212,68.6,67.0,89.6,47.2,28.3,23.6,15.1,52.4,26.4,10.4,*,29.9,45.5,23.7,3.4,-0.6
E35001267,Prudhoe BUASD,10853,Small Towns,North East,Non-coastal,Smaller non-coastal town,E30000245,Newcastle,Majority conurbation,Residential,Mid deprivation towns,No university,Medium,131,71.9,51.9,78.6,42.7,26.7,35.9,22.9,51.1,20.6,*,*,27.8,45.9,22.6,3.3,-2.4
E35001268,Hastings BUASD,91053,Large Towns,South East,Coastal,Large seaside town,E30000061,Hastings,Majority town and city (Large Towns),Mixed,Higher deprivation towns,No university,Low,1036,64.2,49.7,74.9,38.2,21.2,17.5,7.5,43.1,22.4,13.0,3.2,30.1,50.4,16.4,3.1,-4.5
E35001270,Stockport BUASD,105878,Large Towns,North West,Non-coastal,Large non-coastal town,E30000239,Manchester,Majority conurbation,Working,Higher deprivation towns,No university,Medium,1149,74.7,63.9,82.7,54.3,34.8,21.5,13.6,43.6,21.6,10.4,2.2,19.9,50.6,27.4,3.6,0.9
E35001272,Rugby BUASD,70628,Medium Towns,West Midlands,Non-coastal,Large non-coastal town,E30000195,Coventry,Majority town and city (Large Towns),Working,Mid deprivation towns,No university,Medium,797,73.8,64.0,80.3,46.3,37.0,17.2,10.8,51.9,24.1,7.0,2.8,25.7,42.0,29.5,3.5,0.0
E35001276,Marlow BUASD,14823,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000218,High Wycombe and Aylesbury,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,High,154,81.5,74.7,88.3,72.1,55.2,12.3,7.1,34.4,12.3,6.5,*,14.4,34.0,49.0,4.2,6.2
E35001278,Aylesbury BUASD,71977,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000218,High Wycombe and Aylesbury,Majority town and city (Large Towns),Working,Mid deprivation towns,No university,Medium,812,66.2,54.3,82.5,51.9,32.6,14.9,8.4,49.8,26.1,7.1,3.6,26.0,44.0,26.5,3.4,-1.7
E35001279,Solihull BUASD,123187,Large Towns,West Midlands,Non-coastal,Large non-coastal town,E30000169,Birmingham,Majority conurbation,Working,Lower deprivation towns,No university,Medium,1469,84.3,78.3,91.4,65.5,50.7,16.4,11.1,48.1,20.2,3.3,0.9,12.2,44.4,42.5,4.1,6.1
E35001281,Ipswich BUASD,144957,Large Towns,East of England,Non-coastal,Large non-coastal town,E30000222,Ipswich,Majority town and city (Large Towns),Working,Higher deprivation towns,University,Low,1577,68.6,50.3,79.8,44.5,25.4,19.2,13.3,53.8,27.2,9.3,1.8,31.5,44.6,22.2,3.2,-2.9
E35001282,Liversedge BUASD,17697,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000219,Huddersfield,Majority conurbation,Residential,Higher deprivation towns,No university,Low,208,75.7,68.8,88.5,56.7,38.5,23.1,18.8,54.8,28.4,9.1,*,20.3,43.5,33.8,3.8,2.3
E35001283,Penistone BUASD,9817,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000004,Barnsley,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,117,75.0,78.6,89.7,58.1,47.0,15.4,8.5,48.7,13.7,*,*,17.1,43.6,38.5,4.0,3.9
E35001284,Basildon BUASD,107123,Large Towns,East of England,Non-coastal,Large non-coastal town,E30000268,Southend,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,1297,60.5,49.1,76.7,36.7,19.7,17.3,12.0,49.7,27.0,11.0,3.9,33.6,47.1,15.4,3.0,-5.4
E35001286,Worksop BUASD,41820,Medium Towns,East Midlands,Non-coastal,Large non-coastal town,E30000291,Worksop and Retford,Majority town and city (small),Working,Higher deprivation towns,No university,Low,491,75.0,77.0,79.2,50.9,31.6,23.0,14.5,52.1,27.1,9.0,*,28.6,44.9,25.5,3.5,1.8
E35001287,Chertsey BUASD,13753,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000266,Slough and Heathrow,Majority conurbation,Working,Lower deprivation towns,No university,Medium,141,73.2,68.8,83.0,56.0,35.5,12.1,*,55.3,22.7,8.5,*,23.0,45.3,28.8,3.6,1.4
E35001288,Chelmsford BUASD,110507,Large Towns,East of England,Non-coastal,Large non-coastal town,E30000188,Chelmsford,Majority town and city (Large Towns),Working,Lower deprivation towns,University,Medium,1238,74.4,59.9,82.1,56.5,38.8,16.2,9.9,51.0,23.5,6.2,2.6,22.5,42.2,32.8,3.7,0.9
E35001290,Standish BUASD,13701,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000284,Warrington and Wigan,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,202,90.1,85.1,94.6,70.3,52.0,22.8,18.8,39.6,18.8,*,*,8.9,43.1,47.0,4.3,8.4
E35001291,Fazeley BUASD,7637,Small Towns,West Midlands,Non-coastal,Smaller non-coastal town,E30000169,Birmingham,Majority conurbation,Working,Mid deprivation towns,No university,Low,89,28.1,66.3,95.5,53.9,33.7,13.5,12.4,64.0,39.3,*,*,26.7,45.6,27.8,3.5,-4.4
E35001292,Andover BUASD,41761,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000159,Andover,Majority town and city (small),Working,Mid deprivation towns,No university,Low,459,70.2,52.7,83.9,42.7,21.8,17.6,10.2,60.3,35.1,6.8,2.4,24.5,53.6,19.5,3.2,-2.8
E35001293,Watton BUASD,8417,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000135,Thetford and Mildenhall,Majority rural,Residential,Mid deprivation towns,No university,Low,94,59.3,41.5,86.2,28.7,16.0,17.0,10.6,53.2,38.3,*,*,38.7,48.4,*,2.9,-7.3
E35001295,Warlingham BUASD,9092,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000234,London,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,81,79.7,72.8,86.4,53.1,30.9,23.5,18.5,54.3,35.8,*,*,22.5,50.0,*,3.5,2.1
E35001297,Wingerworth BUASD,6049,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000190,Chesterfield,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,55,86.7,67.3,85.5,58.2,36.4,25.5,18.2,58.2,32.7,*,*,*,50.9,*,3.9,4.1
E35001298,Woking BUASD,105367,Large Towns,South East,Non-coastal,Large non-coastal town,E30000212,Guildford and Aldershot,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,1010,78.3,72.1,88.3,63.2,47.0,10.9,6.0,48.1,22.5,2.9,2.1,15.1,44.8,38.0,3.9,3.9
E35001299,Chesham BUASD,22356,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000218,High Wycombe and Aylesbury,Majority town and city (Large Towns),Residential,Mid deprivation towns,No university,Medium,260,78.1,62.7,80.4,45.8,42.3,12.3,5.8,46.9,22.7,6.5,*,30.9,32.1,36.3,3.7,0.8
E35001301,Woodley BUASD,35470,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000256,Reading,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,434,77.8,68.9,88.5,60.6,40.3,18.2,10.1,55.5,25.1,3.5,2.8,20.1,42.4,34.7,3.8,2.9
E35001302,Yeadon BUASD,19668,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000229,Leeds,Majority conurbation,Working,Lower deprivation towns,No university,Medium,194,80.2,70.6,87.1,51.0,36.1,20.6,14.4,48.5,24.7,7.7,*,30.1,36.7,30.6,3.5,1.8
E35001303,Clay Cross BUASD,12925,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000190,Chesterfield,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,135,69.3,54.1,81.5,39.3,25.9,19.3,11.9,50.4,21.5,10.4,*,32.3,46.6,18.8,3.2,-3.1
E35001305,Runcorn BUASD,61789,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000284,Warrington and Wigan,Majority conurbation,Working,Higher deprivation towns,No university,Low,748,78.2,63.4,85.8,44.9,29.4,20.6,13.4,48.8,23.8,12.8,2.3,35.7,36.6,25.5,3.3,-0.2
E35001306,Wellingborough BUASD,49128,Medium Towns,East Midlands,Non-coastal,Large non-coastal town,E30000224,Kettering and Wellingborough,Majority town and city (small),Working,Higher deprivation towns,No university,Low,606,66.3,56.3,80.0,36.1,31.4,17.8,10.1,51.5,22.8,9.2,2.6,35.6,35.3,26.4,3.3,-3.1
E35001307,Telford BUASD,142723,Large Towns,West Midlands,Non-coastal,Large non-coastal town,E30000278,Telford,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,1803,66.4,53.9,77.8,44.3,27.7,20.7,13.0,51.4,25.1,11.7,3.0,30.3,42.4,24.4,3.3,-2.6
